	PPN	Bibliographische Gattung und Status	Sprache	Erscheinungsjahr	Erscheinungsort	Erscheinungsort GND	Titel	Verfasservorname	Verfassername	GND Verfasser	1. Weitere Verfasser Vorname	1. Weitere Verfasser Nachname	1. Weitere Verfasser GND	2. Weitere Verfasser Vorname	2. Weitere Verfasser Nachname	2. Weitere Verfasser GND	1. Weitere Person Vorname	1. Weitere Person Nachname	1. Weitere Person GND	2. Weitere Person Vorname	2. Weitere Person Nachname	2. Weitere Person GND	1. Sonstige Person Vorname	1. Sonstige Person Nachname	1. Sonstige Person GND	2. Sonstige Person Vorname	2. Sonstige Person Nachname	2. Sonstige Person GND
339	150093519	Aau	fre	1700	Amsterdam		Lettres et mémoires de François de Vargas, de Pierre de Malvenda, et de quelques évêques d'Espagne, touchant le Concile de Trente. Trad. de l'espagnol, avec des rémarques, par Michel Le Vassor.										Francisco	Vargas Mejía	gnd/124068715	Pedro	Malvenda	gnd/124061532						
340	150130368	Aau	fre	1739	Paris		Des Moeurs Et Des Usages Des Romains	...	LeFèvre de Morsan	gnd/1055533443							François	Granet	gnd/1055195262									
341	150131720	Aav	fre	1765	Zurich	gnd/4068038-1	Entretiens De Phocion, Sur Le Rapport De La Morale Avec La Politique	Gabriel Bonnot	Mably	gnd/118575643													leer	leer	gnd/118594087			
342	150131755	Acu	fre	1741	LaHaye		Parallèle des Romains et des François, par rapport au Gouvernement	Gabriel Bonnot	Mably	gnd/118575643																		
343	150136838	Aar	fre	1615	[S.l.]		Déclaration du sérénissime Roy Jaques I Roy de la Grand' Britagne ... pour le droit des rois et indépendance de leurs couronnes, contre la harangue de ... Cardinal du Perron, prononcée en la Chambre du tiers-état le 15. de Janvier 1615	Jakob		gnd/118639889																		
344	150137087	Aar	fre	1609	Londres		Apologie pour le serment de fidélité, que le sérénissime Roy de la Grand' Bretagne requiert de tous ses sujets, tant ecclésiastiques que séculiers, tel que tout autre prince souverain le peut et doit légitimement requérir des siens ; Ensemble un ample advertissement, ou préface du dit Seigneur Roy, à tous les monarques ...	Jakob		gnd/118639889																		
345	150142315	Aar	fre	1726	Paris		Traité du flux et reflux de la mer ; où l'on explique d'une manière nouvelle & simple, la nature, les causes et les particularitez de ce phénomène ...	Jacques	Alexandre	gnd/1157860370																		
346	150142609	Acr	fre	1704	Paris		Les mille et une Nuits ; Contes arabes.										Antoine	Galland	gnd/118716220									
347	150143397	Acr	fre	1741	Amsterdam		Le Newtonianisme Pour Les Dames, Ou Entretiens Sur La Lumiere, Sur Les Couleurs, Et Sur L'Attraction	Francesco	Algarotti	gnd/119086395							Louis-Adrien	Du Perron de Castera	gnd/100074758									
348	150144008	Acr	fre	1730	Paris		Le noveau Théatre italien ou Recueil général des comédies représentées par les comédiens italiens ... Augmenté des pièces nouvelles des argumens deplusieurs autres qui n'ont point été imprimées et d'un catalogne de toutes les comédies représentées depuis le rétablissement des comédiens Italiens																					
349	150146728	Acus	fre	1670	Amsterdam		Les Mémoires Du Voyage de Monsieur le Marquis De Ville au Levant, Ou l'Histoire curieuse du Siege de Candie ; Comprenant en trois parties tout ce qui s'est passé, tant avant l'arrivée [et] sous le commandement de ce General, que sous celuy de Mr. le Marquis de S. André Montbrun, jusques à la prise de la Place. Le tout tiré des Memoires de J. B. Rostagne, Secretaire d'Estat & des Finances de S. A. R. ...	François-Savinien	Alquié	gnd/124275583							Giovanni Battista	Rostagno	gnd/137135742				Alexandre #Marquis# de Saint-André	Dupuy-Montbrun	gnd/138582092	Ghirone Francesco	Villa	gnd/13713617X
350	150149085	Aaus	fre	1683	Amsterdam		Le Prince	Niccolò	Machiavelli	gnd/118575775							Abraham Nicolas	Amelot de la Houssaie	gnd/100008569	Cosimo	Toskana, Großherzog, III:	leer						
351	150149476	Aaus	fre	1773	Stockholm		Lettre à M:gr. Visconti, Archevêque d'Ephése et Nonce Apostolique auprès de L. L. M. M. J. J. R. R. et A. A. Sur La Révolution Arrivée en Suéde. le 19 Août 1772	Domenico	Michelessi	gnd/1011745755																		
352	150154437	Aau	fre	1733	Amsterdam		Memoires De Frederic Henri Prince D'Orange, Qui contiennent ses Expéditions Militaires depuis 1621 jusqu'à l'Année 1646. ; Enrichis du Portrait du Prince et de Figures representant ses Actions les plus Memorables	Frederik Hendrik	Oranje-Nassau	gnd/118590200							Isaac	Beausobre	gnd/117767980				Bernard	Picart	gnd/123379636			
353	150160364	Aar	fre	1684	Leuwarde		Plusieurs Énigmes ; ou Descriptions enigmotiques	Michel	Noë	gnd/1055565132																		
354	150160704	Acus	fre	1745	Amsterdam		Leçons De Physique Expérimentale	Jean Antoine	Nollet	gnd/119027275																		
355	150162367	Aar	fre	1710	Rotterdam		Les Avantures d'Apollonius de Tyr										Antoine Louis	Le Brun	gnd/172224861				leer	leer	gnd/1122853211			
356	150166478	Aaus	fre	1695	Paris	gnd/4044660-8	Histoire Des Medailles Ou Introduction A La Connoissance De Cette Science	Charles	Patin	gnd/116053356							...	Moigon	leer				Daniel	Penningen	leer			
357	150167172	Acu	fre	1692	Paris		Les Oeuvres Diverses De Mr. Patru De L'Academie Françoise ; Contenant Ses Plaidoyers, Harangues, Lettres ..., qui n'ont parû que dans cette nouvelle Edition, ainsi que plusieurs Piéces qui ont été trouvées parmi les papiers de l'Auteur aprés sa mort	Olivier	Patru	gnd/100241891																		
358	150168128	Aar	fre	1707	Paris		Les Métamorphoses, ou l'âne d'or d'Apulée, avec Le Démon de Socrate. Trad. en françois avec des remarques	Apuleius		gnd/11850374X							...	Compain de Saint-Martin	gnd/102157820									
359	150169973	Aau	fre	1691	La Haye		Relation De ce qui s'est passé au Procèz De Mylord Preston & du Sieur Jean Ashton, Leur Conviction & Condemnation, pour Crime de haute Trahison contre leurs Majestez le Roi Guillaume & la Reine Marie ... ; Avec plusieurs lettres & memoires tres curieux du Roi Jaques au Roi de France, au Pape & à divers Ministres ... : Publiée par le commandement de la reine, le Vendredy 16/26 Ianvier 1691																Richard Graham	Preston	gnd/1055565329	leer	leer	gnd/118643355
360	150171455	Aar	fre	1692	Paris		L' Art de se conserver la santé, ou Le médecin de soy-mesme ; Avec un Traité de quelquees remèdes (particuliers) les plus simples & les plus usitez pour la guérison de différents maladies	...	Flamant	gnd/1157865038																		
361	150171846	Acr	fre	1760	Bruxelles		L'Anti-Lucrc̀e ; Poëme sur la religion naturelle	Melchior	Polignac	gnd/119226987							Jean-Pierre	Bougainville	gnd/123565715									
362	150176880	Aar	fre	1716	Paris		Recueil des oraisons funèbres	Esprit	Fl1︢chier	gnd/1055565469																		
363	150176910	Aau	fre	1681	Paris		Histoire De Théodose Le Grand ...	Esprit	Fléchier	gnd/116597674																		
364	150176945	Acr	fre	1693	Amsterdam		Histoire du Cardinal Ximenés	Esprit	Fléchier	gnd/116597674																		
365	150177070	Acr	fre	1711	Paris		Panégyriques et autres sermons	Esprit	Fléchier	gnd/116597674																		
366	150182511	Acr	fre	1746	La Haye		Le Spectacle de la nature, ou Entretiens sur les particularités de l'histoire naturelle. ...	Noël Antoine	Pluche	gnd/115495193																		
367	150185189	Aar	fre	1751	Berlin		Le Prince de Fra Paolo ; ou Conseils politiques adressez à la Noblesse de Vénise ... : Trad. de l'italien avec quelques eclaircissemens	Paolo	Sarpi	gnd/118751336							François-Marie	Marsy	gnd/124169880									
368	150190182	Aavs	fre	1711	A Berlin		Explication D'Une Medaille Enigmatique D'Auguste, Sur Laquelle D'Habiles Antiquaires Ont Diversement Prononcé	Johann Carl	Schott	gnd/115753826							Gottfried Wilhelm	Leibniz	gnd/118571249				leer	leer	gnd/118505122			
369	150193025	Aar	fre	1747	Paris		Amusement de la raison	...	Séran de la Tour	gnd/100335365																		
370	150194072	Acr	fre	1728	Paris		Les Impératrices romaines, ou histoire de la vie & des intrigues secrètes des femmes des douze césars ...	Jacques Roergas	Serviez	gnd/174078056																		
371	150196989	Acr	spa	1721	Brusselas		Dicionario nuevo de las lenguas española y francesca ...	Francisco	Sobrino	gnd/132248530																		
372	150198078	Aar	fre	1732	Amsterdam		L'Histoire des empereurs romains ; Avec leurs portraits ...	Gaius	Suetonius Tranquillus	gnd/118619918							Bernard	Du Teil	gnd/101095473									
373	150208685	Aar	fre	1632	Paris		Histoire romaine, contenant tout ce qui s'est passé ... depuis le commencement de l'empire d'Auguste jusques à celuy de Constantin le Grand	Nicolas	Coëffeteau	gnd/115660372							N. E.	Dardanie	gnd/105556618X									
374	150210833	Acr	lat	1723	Paris		Les véritables Lettres	Peter	Abaelard	gnd/11850004X	Héloïse	leer	gnd/118548980				François Armand	Gervaise	gnd/100578969									
375	150224435	Aau	fre	1665	[Amsterdam		Traité Des Restitutions Des Grands ; Precedé d'une lettre touchant quelques points de la Morale Chrestienne	Claude	Joly	gnd/124638708																		
376	150226179	Aar	fre	1658	Paris		Aristippe, ou de la cour	Jean-Louis Guez	Balzac	gnd/118656953																		
377	150226365	Aau	fre	1656	Amsterdam		Lettres Choisies Du Sr. De Balzac	Jean-Louis Guez	Balzac	gnd/118656953																		
378	150234155	Aaus	ger	1672	Stockholm		Das große Carrosel Und Prächtige Ring-Rännen ; Nebst dem/ Was sonsten Fürtrefliches zu sehen war/ Alß Der Durchleuchtigste Großmächtigste König und Herr Carl der Eÿlffte/ Die Regierung seines Väterlichen Erb-Königreichs Anno M. DC. LXXII. den XVII.den Decembris Jn seiner Königlichen Residentz zu Stockholm Antratt										David Klöcker	Ehrenstrahl	gnd/102452377				leer	leer	gnd/119160978	Georg Christoph	Eimmart	gnd/118956507
379	150247109	Aaus	fre	1748	Amsterdam		Oeuvres De Madame La Marquise De Lambert ; Rassemblées pour la premiére fois. On y a joint diverses Pieces qui n'ont point encore paru, Avec Un Abregé De Sa Vie.	Anne-Thérèse de Marguenat de Courcelles	Lambert	gnd/118568868																		
380	150247702	Aau	fre	1716	La Haye		Poesies De M. De La Monnoye, De L'Academie Francoise ; Avec Son Eloge	Bernard	La Monnoye	gnd/100027970							Albert-Henri	Sallengre	gnd/100020836									
381	150247710	Aar	fre	1714	LaHaye		Recueil De Pièces Choisies, Tant En Prose Qu'en Vers Rassemblées En Deux Volumes	Bernard	La Monnoye	gnd/100027970																		
382	150247869	Aar	fre	1671	Mons		Cincq Dialogues faits à l'imitation des anciens	François	La Mothe Le Vayer	gnd/119033607																		
383	150248067	Aaus	fre	1719	Paris	gnd/4044660-8	Fables Nouvelles, Dediées Au Roy ; Avec Un Discours Sur La Fable	Antoine Houdar	La Motte	gnd/104270632																		
384	150248156	Aar	fre	1716	La Haye		Éloge Funèbre De Louis XIV ; Avec une Ode sur sa mort, & diverses autres Pièces du même Auteur, & quelques Poesies non imprimées de M. de la Fontaine, &c	Antoine Houdar	La Motte	gnd/104270632													leer	leer	gnd/118816829			
385	150248180	Aar	fre	1782	Caen		Le Curié du Bocage, ou ses conversations	Ruel	LaMotte	gnd/105556697X																		
386	150248660	Aaus	fre	1701	Paris		Traité De Perspective, Où sont contenus les fondemens de la Peinture	Bernard	Lamy	gnd/119470977																		
387	150249314	Aar	fre	1697	Amsterdam		L'État présent des differens nouvellement survenus entre le Roi de Danemark et le Duc de Holstein-Gotorf	Jean Payen	La Fouleresse	gnd/128643358																		
388	150249578	Acr	fre	1741	Amsterdam		Lettres de Thérèse ***, ou mémoires d'une jeune demoiselle de Province, pendant son sejour à Paris	Philippe Bridard de	La Garde	gnd/101923525X																		
389	150250045	Aau	fre	1655	Leide		Testament Ou Conseils Fideles D'Un Bon Père À Ses Enfans ; O`u sont contenus plusieurs raisonnemens Chrestiens, Moraux & Politiques	Philippe	Fortin de la Hoguette	gnd/119013827																		
390	150250339	Acr	fre	1769	Venise		Voyage d'un françois en Italie, fait dans les années 1765 & 1766 ...	Joseph Jérôme Le Français	Lalande	gnd/104234059																		
391	150250797	Acu	fre	1720	Amsterdam		Nouveau Recueil des epigrammatistes françois, anciens et modernes :conteneat ce qui s'est fait de plus excellent dans le Genre de l'Epigramme, du Madrigal, du Sonnet, du Rondeau & des Petits Contes en Vers, depuis Marot jusqu'à Present ; avec la vie des auteurs, des notes hiostoriques et critiques ...	Antoine Augustin	Bruzen de La Martinière	gnd/124841260																		
392	150250843	Aar	fre	1658	Paris		Nouveau Cabinet des muses ou l'eslite des plus belles poésies de ce temps	Bertrand	Lamathe	gnd/1055567151																		
393	150252005	Aau	fre	1688	A Paris	gnd/4044660-8	Protestation De Monsieur Le Marquis De Lavardin, Ambassadeur extraordinaire de France à Rome										Charles Henri de Beaumanoir	Lavardin	gnd/131793578	François	Muguet	gnd/136054501						
394	150252102	Acr	fre	1784	Berlin		Cours théorique et pratique de langue et de littérature francois	Jean-Charles	Laveaux	gnd/117706574																		
395	150252544	Aaus	fre	1680	Paris		Traitté Historique Des Plus Belles Bibliothèques De L'Europe ; Des premiers Livres qui ont été faits. De l'invention de l'Imprimerie. Des Imprimeurs ... Avec une Methode pour dresser une Bibliotheque	Pierre	Le Gallois	gnd/100188125																		
396	150252641	Acus	fre	1733	Paris		Traité De L'Opinion, Ou Memoires Pour Servir A L'Histoire De L'Esprit Humain	Gilbert Charles	Le Gendre	gnd/123641772																		
397	150253796	Aar	fre	1722	Paris		Instruction sur l'histoire de France, et sur la Romaine	Claude	Le Ragois	gnd/12957094X							Andrè	Pralard	gnd/1055538763									
398	150254059	Aar	fre	1718	Amsterdam		Dictionaire Comique, Satyrique, Critique, Burlesque, Libre & Proverbial ; Avec une Explication très-fidele de toutes les manières de parler Burlesques, ...	Philibert-Joseph	Le Roux	gnd/129042307																		
399	150254121	Aar	fre	1739	Poitiers		Traité de l'orthographe françoise en forme de dictionnaire	Charles	Le Roy	gnd/123555264																		
400	150254857	Aar	fre	1698	Paris		Le Prince De Longueville Et Anne De Bretagne. Nouvelles historiques. Lesconvel	Pierre	Lesconvel	gnd/130513601																		
401	150255292	Acr	fre	1743	LaHaye		Theologie des insectes, ou Demonstration des perfections de Dieu dans tout ce qui concerne les insects	Friedrich Christian	Lesser	gnd/119095238							Pierre	Lyonet	gnd/101028407									
402	150258089	Aaus	fre	1729	A Amsterdam	gnd/4001783-7	Traité Sur Les Miracles ; Dans Lequel On Prouve Que le Diable n'en sauroit faire pour confirmer l'Erreur; ... Et Où l'on examine le Systême opposé, tel que l'a établi le Dr. Samuel Clarke, dans le Chap. XIX. du II. Vol. de son Traité sur la Religion Naturelle & Chretienne	Jacques	Serces	gnd/1017187541							Pierre	Humbert	gnd/1037581601				Samuel	Clarke	gnd/118669478			
403	150259913	Aar	fre	1747	Paris		Les beaux arts réduits à un même principe	Charles	Batteux	gnd/118507141																		
404	150259921	Aar	fre	1773	Paris		Les Beaux-arts réduits à un même principe	Charles	Batteux	gnd/118507141																		
405	150259956	Acus	fre	1747	Paris		Cours De Belles Lettres Distribué Par Exercices	Charles	Batteux	gnd/118507141																		
406	150260032	Acr	fre	1774	Paris		Principes de la littérature	Charles	Batteux	gnd/118507141																		
407	150260385	Aar	fre	1642	Rouen		Histoire générale du serrail, et de la cour du Grand Seigneur, Empereur des Turcs ... Ensemble l'Histoire de la Cour du Roy de la Chine	Michel	Baudier	gnd/128982187																		
408	150263724	Aar	fre	1718	Paris		Academie des jeux historiques ; Cont. les jeux de l'histoire de France, de l'histoire Romaine, de la fable, du blason, et de la geographie & les regles pour les jouer	Louis	Liger	gnd/124564763																		
409	150270062	Aar	fre	1743	LaHaye		La Princesse sensible et le Prince Typhon. Conte	Marie-Madeleine	Lubert	gnd/120512556																		
410	150272871	Aar	fre	1703	Berlin		Manifeste des habitans des Sévennes sur leur prise d'armes																					
411	150277369	Aau	fre	1634	Paris		Relation Des Voyages En Tartarie de Fr. Gvillavme de Rvbrvqvis, Fr. Jean Dv Plan Carpin, Fr. Ascelin, [et] autres Religieux de S. François [et] S. Dominique, qui y furent envoyez par le Pape Innocent IV. [et] le Roy S. Louys. Plvs Vn Traicté des Tartares ... Avec Vn Abrégé De L'Histoire Des Sarasins et Mahometans ...										Pierre	Bergeron	gnd/1014563968				Guilelmus	Rubruquis	gnd/118955373	leer	leer	gnd/119292823
412	1410229963	Aar	fre	1738	Amsterdam		Ebauche de caractère de feuë sa Majesté la Reine de la Grande-Bretagne	Alured	Clarke																			
413	150279434	Aar	fre	1689	[S.l.]		Thétis et Pélée ; Tragédie en musique	Pascal	Collasse	gnd/123808049							Bernard Le Bovier	Fontenelle	gnd/118639056									
414	150280645	Aar	fre	1770	Paris		Le Chou-King, un des livres sacrés des Chinois, qui renferme les fondements de leur ancienne histoire, les principes de leur gouvernement et de leur morale	Qiu	Kong	gnd/118565036							Joseph	Guignes	gnd/124343481	Antoine	Gaubil	gnd/117677752						
415	150283326	Aar	fre	1659	Paris		Recueil des énigmes de ce temps	Charles	Cotin	gnd/116689609																		
416	150288875	Aar	fre	1745	Amsterdam		Mémoirs secrets pour servir à l'histoire de Perse																					
417	150288921	Acu	fre	1691	Amsterdam		Memoires Concernans La Vie De Jaques II. Cy-devant Roi de la Grand'Bretagne																leer	leer	gnd/118711539			
418	150289308	Aar	lat	1652	Parisiis		Miscellanea	Gilles	Ménage	gnd/118783165																		
419	150289375	Acr	fre	1715	Paris		Ménagiana ou Les bon mots et remarques critiques, historiques morales et d'érudition	Gilles	Ménage	gnd/118783165																		
